AssessmentUnitID,WaterbodyName,Type,RiverBasin,County,Uses,Causes,Sources,Size,UnitType,DownstreamUpstreamLocations,YearListed,Priority,ReportYear,DraftTMDLDate,DateofData,SupportStatus,1996303(d)?
AL03140202-0506-100,Pea River,R,Choctawhatchee,Coffee,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,8.08,miles,Red Oak Creek /Halls Creek,2020,L,2020,,,,
AL03140202-0601-200,Patrick Creek,R,Choctawhatchee,Coffee,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.18,miles,Beaverdam Creek /Its source,2016,L,2020,,,,
AL03140202-0603-101,Pea River,R,Choctawhatchee,Coffee,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,8.09,miles,Bucks Mill Creek /US Highway 84,2010,L,2020,,,,
AL03140202-0603-102,Pea River,R,Choctawhatchee,Coffee,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,11.76,miles,US Highway 84 /Red Oak Creek,2010,L,2020,,,,
AL03140202-0610-101,Pea River,R,Choctawhatchee,Geneva,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsCollection system failure Pasture grazing,12.11,miles,Flat Creek / Snake Branch,2018,L,2020,,,,
AL03140202-0702-110,Flat Creek,R,Choctawhatchee,CoffeeCovington,SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,24.26,miles,Eightmile Creek /Its source,2016,M,2020,,,,
AL03140202-0906-101,Pea River,R,Choctawhatchee,Geneva,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,3.87,miles,Choctawhatchee River /Laddon Creek,2010,L,2020,,,,
AL03140202-0906-102,Pea River,R,Choctawhatchee,Geneva,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,7.36,miles,Laddon Creek /AL-FL state line,2020,L,2020,,,,
AL03140203-0105-100,Choctawhatchee River,R,Choctawhatchee,Geneva,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,4.45,miles,AL-FL state line /Pea River,2010,L,2020,,,,
AL03140203-0201-100,Wrights Creek,R,Choctawhatchee,Geneva,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,8.96,miles,AL-FL state line /Its source,2016,L,2020,,,,
AL03150105-0901-200,Marys Creek,R,Coosa,Cleburne,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.91,miles,South Fork Terrapin Creek / Itssource,2020,L,2020,,,,
AL03150105-0906-102,Terrapin Creek,R,Coosa,Calhoun,Public Water SupplyFish & Wildlife,Pathogens (E. coli),Pasture Grazing,3.58,miles,US Hwy 278 /Calhoun County Road 70,2020,L,2020,,,,
AL03150105-0906-200,Ladiga Creek,R,Coosa,Calhoun,Public Water Supply,Pathogens (E. coli),Pasture grazing,2.91,miles,Terrapin Creek /Terrapin Creek,2020,L,2020,,,,
AL03150105-0908-102,Terrapin Creek,R,Coosa,CalhounCherokee,Fish & Wildlife,Pathogens (E. coli),Pasture Grazing,2.92,miles,Cherokee County Road 8 /US Highway 278,2020,L,2020,,,,
AL03150105-0909-101,Terrapin Creek,R,Coosa,Cherokee,SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operations Pasturegrazing,20.65,miles,Coosa River /Cherokee County Road 8,2020,L,2020,,,,
AL03150105-1002-102,Coosa River(Weiss Lake),L,Coosa,Cherokee,SwimmingFish & Wildlife,Pathogens (E. coli),Sources outside state,6567.86,acres,Spring Creek /AL-GA state line,2016,L,2020,,,,
AL03150106-0103-100,Big Wills Creek,R,Coosa,DeKalb Etowah,Fish & Wildlife,Pathogens (E. coli),Animal feeding operations Collection system failurePasture grazing,51.63,miles,Little Sand Valley Creek /100 yards below Allen Branch,2018,L,2020,,,,
AL03150106-0107-111,Black Creek(Neely Henry Lake),L,Coosa,Etowah,Fish & Wildlife,Nutrients,AgricultureUrban runoff/storm sewers,348.36,acres,US Highway 411 /end of embayment,2018,L,2020,,,,
AL03150106-0108-102,Big Wills Creek,R,Coosa,Etowah,SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,24.76,miles,Neely Henry Lake /Little Sand Valley Creek,2018,L,2020,,,,
AL03150106-0108-111,Big Wills Creek (Neely Henry Lake),L,Coosa,Etowah,Fish & Wildlife,Nutrients,AgricultureIndustrial Municipal,514.85,acres,US Highway 411 / end of embayment,2018,L,2020,,,,
AL03150106-0307-101,Beaver Creek,R,Coosa,St. Clair,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,9.98,miles,St. Clair County Road 26 /  Beaver Creek (Neely Henry Lake),2020,L,2020,,,,
AL03150106-0405-100,Ohatchee Creek,R,Coosa,Calhoun,SwimmingFish & Wildlife,Pathogens (E. coli),Pasture grazing,23.09,miles,Tallasseehatchee Creek /Its source,2020,L,2020,,,,
AL03150106-0408-100,Cane Creek,R,Coosa,Calhoun,Fish & Wildlife,Pathogens (E. coli),Animal feeding operations Collection system failurePasture grazing,30.68,miles,Logan Martin Lake / Its source,2018,L,2020,,,,
AL03150106-0408-111,Cane Creek(Logan Martin Lake),L,Coosa,Calhoun,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,35.96,acres,Coosa River /end of embayment,1998,*,2020,,,,
AL03150106-0504-101,Choccolocco Creek,R,Coosa,Calhoun,Public Water SupplyFish & Wildlife,Pathogens (E. coli),Pasture grazing,8.18,miles,Hillabee Creek /Egoniaga Creek,2020,L,2020,,,,
AL03150106-0504-102,Choccolocco Creek,R,Coosa,CalhounCleburne,Fish & Wildlife,Pathogens (E. coli),Animal feeding operations Pasturegrazing,29.96,miles,Egoniaga Creek /Its source,2020,L,2020,,,,
AL03150106-0505-100,UT to Choccolocco Creek,R,Coosa,Calhoun,Fish & Wildlife,Pathogens (E. coli),Collection system failureUrban runoff/storm sewer,5.59,miles,Choccolocco Creek /Its source,2020,L,2020,,,,
AL03150106-0507-102,Choccolocco Creek,R,Coosa,Calhoun,Public Water SupplyFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,2.37,miles,UT from Boiling Spring /Hillabee Creek,1996,*,2020,,,,
AL03150106-0507-102,Choccolocco Creek,R,Coosa,Calhoun,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,2.37,miles,UT from Boiling Spring /Hillabee Creek,2010,L,2020,,,,
AL03150106-0514-100,Choccolocco Creek,R,Coosa,CalhounTalladega,Fish & Wildlife,Pathogens (E. coli),Collection system failurePasture grazing,33.03,miles,Logan Martin Lake /UT from Boiling Spring,2018,L,2020,,,,
AL03150106-0514-100,Choccolocco Creek,R,Coosa,CalhounTalladega,Fish & Wildlife,Priority Organics (PCBs),Contaminated sediments,33.03,miles,Logan Martin Lake /UT from Boiling Spring,1996,*,2020,,,,
AL03150106-0514-100,Choccolocco Creek,R,Coosa,CalhounTalladega,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,33.03,miles,Logan Martin Lake /UT from Boiling Spring,2010,L,2020,,,,
AL03150106-0514-111,Choccolocco Creek(Logan Martin Lake),L,Coosa,Talladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,1125.61,acres,Coosa River /end of embayment,2014,*,2020,,,,
AL03150106-0602-100,Broken Arrow Creek,R,Coosa,St. Clair,Fish & Wildlife,Siltation,AgriculturePasture grazing,21.37,miles,Coosa River /Its source,2010,L,2020,,,,
AL03150106-0603-111,Coosa River(Logan Martin Lake),L,Coosa,Calhoun St. ClairTalladega,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,1449.31,acres,Broken Arrow Creek / Trout Creek,1998,*,2020,,,,
AL03150106-0603-112,Coosa River(Logan Martin Lake),L,Coosa,St. ClairCalhoun,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,783.90,acres,Trout Creek /Neely Henry Dam,1998,*,2020,,,,
AL03150106-0604-111,Blue Eye Creek(Logan Martin Lake),L,Coosa,St. Clair,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,305.45,acres,Coosa River /end of embayment,1998,*,2020,,,,
AL03150106-0605-211,Dye Creek(Logan Martin Lake),L,Coosa,St. Clair,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,144.97,acres,Coosa River /end of embayment,1998,*,2020,,,,
AL03150106-0611-100,Eastaboga Creek,R,Coosa,Calhoun Talladega,Fish & Wildlife,Pathogens (E. coli),Collection system failure Pasture grazingUrban runoff/storm sewer,6.85,miles,Choccolocco Creek / Its source,2020,L,2020,,,,
AL03150106-0703-111,Talladega Creek(Lay Lake),L,Coosa,Talladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,60.66,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150106-0703-111,Talladega Creek(Lay Lake),L,Coosa,Talladega,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,60.66,acres,Coosa River /end of embayment,2010,L,2020,,,,
AL03150106-0802-111,Clear Creek(Logan Martin Lake),L,Coosa,Talladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,624.28,acres,Coosa River /end of embayment,1998,*,2020,,,,
AL03150106-0803-100,Coosa River(Logan Martin Lake),L,Coosa,St. ClairTalladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,10945.46,acres,Logan Martin Dam /Broken Arrow Creek,1998,*,2020,,,,
AL03150106-0803-311,Easonville Creek(Logan Martin Lake),L,Coosa,St. Clair,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,1260.19,acres,Coosa River /end of embayment,1998,*,2020,,,,
AL03150106-0806-100,Wolf Creek,R,Coosa,ShelbySt. Clair,Fish & Wildlife,Siltation,Surface miningUrban development,16.70,miles,Kelly Creek /Its source,2010,L,2020,,,,
AL03150106-0806-100,Wolf Creek,R,Coosa,ShelbySt. Clair,Fish & Wildlife,Turbidity,Surface miningUrban development,16.70,miles,Kelly Creek /Its source,2010,L,2020,,,,
AL03150106-0808-100,Kelly Creek,R,Coosa,ShelbySt. Clair,SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,33.58,miles,Lay Lake /Its source,2018,L,2020,,,,
AL03150106-0808-111,Kelly Creek (Lay Lake),L,Coosa,St. Clair,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,6.49,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150106-0808-111,Kelly Creek (Lay Lake),L,Coosa,St. Clair,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,6.49,acres,Coosa River /end of embayment,2010,L,2020,,,,
AL03150106-0810-102,Coosa River (Lay Lake),L,Coosa,Shelby St. ClairTalladega,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,698.04,acres,River Mile 89 / Logan Martin Dam,1996,*,2020,,,,
AL03150106-0810-102,Coosa River (Lay Lake),L,Coosa,Shelby St. ClairTalladega,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,698.04,acres,River Mile 89 / Logan Martin Dam,2010,L,2020,,,,
AL03150107-0104-100,Shirtee Creek,R,Coosa,Talladega,Fish & Wildlife,Pathogens (E. coli),Collection system failurePasture grazing,4.67,miles,Tallaseehatchee Creek /Its source,2018,L,2020,,,,
AL03150107-0104-100,Shirtee Creek,R,Coosa,Talladega,Fish & Wildlife,Total Dissolved Solids,IndustrialMunicipal,4.67,miles,Tallaseehatchee Creek /Its source,2010,H,2020,,,,
AL03150107-0106-100,Tallaseehatchee Creek,R,Coosa,Talladega,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,16.74,miles,Lay Lake /Howard dam,2018,L,2020,,,,
AL03150107-0106-100,Tallaseehatchee Creek,R,Coosa,Talladega,Fish & Wildlife,Total Dissolved Solids,IndustrialMunicipal,16.74,miles,Lay Lake /Howard dam,2010,H,2020,,,,
AL03150107-0106-111,Tallaseehatchee Creek(Lay Lake),L,Coosa,Talladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,13.46,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150107-0106-111,Tallaseehatchee Creek(Lay Lake),L,Coosa,Talladega,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,13.46,acres,Coosa River /end of embayment,2010,L,2020,,,,
AL03150107-0203-100,Weewoka Creek,R,Coosa,Talladega,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,18.32,miles,Tallaseehatchee Creek /Its source,2018,L,2020,,,,
AL03150107-0205-111,Yellowleaf Creek (Lay Lake),L,Coosa,Shelby,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,178.73,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150107-0301-102,Coosa River(Lay Lake),L,Coosa,ShelbyTalladega,SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,803.88,acres,Southern RR Bridge /River Mile 89,1996,*,2020,,,,
AL03150107-0301-102,Coosa River(Lay Lake),L,Coosa,ShelbyTalladega,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,803.88,acres,Southern RR Bridge /River Mile 89,2010,L,2020,,,,
AL03150107-0304-111,Dry Branch (Lay Lake),L,Coosa,Shelby,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,112.04,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150107-0304-700,UT to Dry Branch,R,Coosa,Shelby,Fish & Wildlife,Nutrients,MunicipalUrban runoff/storm sewers,1.58,miles,Dry Branch /Its source,1996,L,2020,,,,
AL03150107-0405-100,Buxahatchee Creek,R,Coosa,ChiltonShelby,Fish & Wildlife,Pathogens (E. coli),Collection system failureMunicipal,14.00,miles,Waxahatchee Creek /Its source,2016,H,2020,,,,
AL03150107-0406-111,Waxahatchee Creek (Lay Lake),L,Coosa,Chilton Shelby,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,770.68,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150107-0501-111,Peckerwood Creek (Lay Lake),L,Coosa,Coosa Talladega,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,165.92,acres,Coosa River /end of embayment,1996,*,2020,,,,
AL03150107-0503-110,Coosa River (Lay Lake),L,Coosa,Chilton Coosa ShelbyTalladega,Public Water Supply SwimmingFish & Wildlife,Priority Organics (PCBs),Contaminated sediments,10559.35,acres,Lay Dam /Southern RR Bridge,1996,*,2020,,,,
AL03150107-0603-110,Weogufka Creek,R,Coosa,ClayCoosa,SwimmingFish & Wildlife,Pathogens (E. coli),Pasture grazing,45.16,miles,Hatchet Creek (Mitchell Lake) / Itssource,2020,L,2020,,,,
AL03150107-0706-102,Hatchet Creek,R,Coosa,Clay Coosa,Outstanding Alabama Water Public Water Supply SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operations Pasture grazing,18.87,miles,Wildcat Creek / Its source,2020,L,2020,,,,
AL03150107-0709-100,Hatchet Creek,R,Coosa,Coosa,Outstanding Alabama Water SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operations Pasture grazing,35.47,miles,Coosa River (Mitchell Lake) / Wildcat Creek,2020,L,2020,,,,
AL03150107-0801-100,Yellow Leaf Creek,R,Coosa,Chilton,Fish & Wildlife,Siltation,Agriculture,31.27,miles,Mitchell Lake /Its source,2010,L,2020,,,,
AL03150107-0802-110,Walnut Creek,R,Coosa,Chilton,Fish & Wildlife,Pathogens (E. coli),Collection system failurePasture grazing,15.66,miles,Mitchell Lake /Its source,2018,L,2020,,,,
AL03140301-0403-100,Feagin Creek,R,Escambia,Covington,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,7.76,miles,Gantt Lake /Its source,2018,L,2020,,,,
AL03140301-0404-111,Conecuh River(Gantt Lake),L,Escambia,Covington,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,1817.43,acres,Gantt Dam /extent of reservoir,2010,L,2020,,,,
AL03140301-0405-101,Conecuh River(Point A Lake),L,Escambia,Covington,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,610.56,acres,Point A Dam /extent of reservoir,2010,L,2020,,,,
AL03140302-0303-100,Little Patsaliga Creek,R,Escambia,Crenshaw,SwimmingFish & Wildlife,Pathogens (E. coli),Animal feeding operations Collection system failurePasture grazing,32.00,miles,Patsaliga Creek / Its source,2020,L,2020,,,,
AL03140302-0506-101,Patsaliga Creek(Point A Lake),L,Escambia,Covington,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,154.43,acres,Conecuh River /Buck Creek,2010,L,2020,,,,
AL03140303-0204-102,Persimmon Creek,R,Escambia,Butler,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,25.17,miles,Panther Creek /Hawkins Creek,2020,L,2020,,,,
AL03140303-0704-100,Sepulga River,R,Escambia,Conecuh,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,14.48,miles,Conecuh River /Robinson Mill Creek,2010,L,2020,,,,
AL03140304-0106-200,Sandy Creek,R,Escambia,Conecuh,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.76,miles,Mill Creek /Its source,2018,L,2020,,,,
AL03140304-0305-101,Burnt Corn Creek,R,Escambia,Escambia,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,5.03,miles,Murder Creek /Sevenmile Creek,2010,L,2020,,,,
AL03140304-0404-101,Murder Creek,R,Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,8.45,miles,Conecuh River /Cedar Creek,2014,L,2020,,,,
AL03140304-0404-200,Franklin Mill Creek,R,Escambia,Escambia,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,6.60,miles,Murder Creek /Its source,2018,L,2020,,,,
AL03140304-0506-100,Conecuh River,R,Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,12.70,miles,AL-FL state line /Mantle Branch,2004,L,2020,,,,
AL03140304-0506-300,Jernigan Mill Creek,R,Escambia,Escambia,Fish & Wildlife,Pathogens (E. coli),On-site wastewater systemsPasture grazing,7.64,miles,Conecuh River /Its source,2018,L,2020,,,,
AL03140304-0605-100,Little Escambia Creek,R,Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,12.21,miles,AL-FL state line /Wild Fork Creek,2004,L,2020,,,,
AL03140305-0102-100,Sizemore Creek,R,Escambia,Escambia,SwimmingFish & Wildlife,Pathogens (E. coli),Pasture grazing,14.28,miles,Big Escambia Creek /Its source,2018,L,2020,,,,
AL03140305-0302-100,Big Escambia Creek,R,Escambia,Escambia,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,17.03,miles,AL-FL state line /Big Spring Creek,2004,L,2020,,,,
AL03170008-0205-101,Puppy Creek,R,Escatawpa,Mobile,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.68,miles,Escatawpa River /Alabama Highway 217,2020,L,2020,,,,
AL03170008-0402-110,Escatawpa River,R,Escatawpa,Mobile,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,70.66,miles,AL-MS state line /Its source,2002,L,2020,,,,
AL03170008-0502-110,Big Creek(Big Creek Lake),L,Escatawpa,Mobile,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,2724.87,acres,Big Creek Lake dam /Collins Creek,2008,L,2020,,,,
AL03170008-0502-211,Hamilton Creek(Big Creek Lake),L,Escatawpa,Mobile,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,583.14,acres,Big Creek /end of embayment,2008,L,2020,,,,
AL03170008-0502-600,Boggy Branch,R,Escatawpa,Mobile,Fish & Wildlife,Metals (Iron),NaturalWet weather discharge,3.62,miles,Big Creek Lake /Its source,1998,M,2020,,,,
AL03170008-0502-600,Boggy Branch,R,Escatawpa,Mobile,Fish & Wildlife,Metals (Lead),NaturalWet weather discharge,3.62,miles,Big Creek Lake /Its source,1998,M,2020,,,,
AL03170008-0502-800,Collins Creek,R,Escatawpa,Mobile,Fish & Wildlife,Metals (Arsenic),Unknown source,5.15,miles,Big Creek /Its source,2006,L,2020,,,,
AL03170009-0201-100,Mississippi Sound,E,Escatawpa,Mobile,Shellfish Harvesting SwimmingFish & Wildlife,Metals (Thallium),Industrial,60556.80,acres,Segment classified for shellfish harvesting,2010,L,2020,,,,
AL03170009-0201-100,Mississippi Sound,E,Escatawpa,Mobile,Shellfish Harvesting SwimmingFish & Wildlife,Pathogens (Enterococcus),Urban runoff/storm sewers,60556.80,acres,Segment classified for shellfish harvesting,1998,L,2020,,,,
AL03170009-0201-200,Portersville Bay,E,Escatawpa,Mobile,Shellfish Harvesting SwimmingFish & Wildlife,Pathogens (Enterococcus),Municipal,12038.40,acres,Portersville Bay,1998,L,2020,,,,
AL03170009-0201-300,Grand Bay,E,Escatawpa,Mobile,Shellfish Harvesting SwimmingFish & Wildlife,Pathogens (Enterococcus),On-site wastewater systems,19667.20,acres,Grand Bay,2006,L,2020,,,,
AL03160204-0103-100,Mobile River,R,Mobile,BaldwinMobile,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,5.72,miles,Tensaw River /Its source,2014,L,2020,,,,
AL03160204-0104-100,Halls Creek,R,Mobile,Baldwin,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,11.93,miles,Tensaw Lake /Its source,2020,L,2020,,,,
AL03160204-0105-111,Cold Creek,R,Mobile,Mobile,Fish & Wildlife,Metals (Mercury),Contaminated sediments,4.21,miles,Mobile River /Dam 1 1/2 miles west of US Highway 43,1996,L,2020,,,,
AL03160204-0106-103,Mobile River,R,Mobile,Mobile,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,10.29,miles,Barry Steam Plant/Tensaw River,2020,L,2020,,,,
AL03160204-0106-112,Mobile River,R,Mobile,Mobile,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,2.37,miles,Cold Creek /Barry Steam Plant,2014,L,2020,,,,
